Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202200000001;4;TEIL(vieille route du);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000003;3;ROND POINT DE BREZILLET;0;;-1;2;0;1;0;0;1;; -1;1;5;1;50
202200000004;4;QUATORZE JUILLET (RUE DU);0;;1;1;0;2;(1);(1);1;;4;1;0;1;30
202200000005;3;ROUTE DE JEAN MOULIN-RN 538;0;;2;2;0;1;8;0;1;; -1;1;0;1;80
202200000006;3;TURCAN FRANCIS;0;;3;4;0;1;28;6;1;; -1;1;0;1;50
202200000007;4;CARNOT  RUE;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200000008;4;JAURES JEAN (AVENUE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000009;4;LOMBARDS (AVENUE);0;;2;3;3;1;(1);(1);1;; -1;2;0;3;50
202200000010;4;PREMIER MAI (RUE DU);0;;3;1;0;1;0;0;1;; -1;1;0;1;50
202200000011;3;ESPAGNE (ROUTE D');0;;2;2;0;2;38;522;1;; -1;2;0;4;70
202200000012;4;CASSIN (BD RENE);0;;3;2;3;1;(1);(1);1;; -1;1;0;1;50
202200000013;3;GRIVATS (ROUTE DES);0;;2;2;0;1;5;370;1;; -1;1;0;1;90
202200000014;4;GRANDE RUE;0;;2;2;0;1;0;0;3;; -1;1;0;1;80
202200000015;4;PLACE SKANDERBEG;0;;1;4;2;1;(1);(1);2;; -1;2;0;1;30
202200000016;4;RUE DE VAUGIRARD;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000017;4;BOULEVARD SAINT GERMAIN;0;;1;3;1;1;(1);(1);1;; -1;1;0;5;30
202200000018;4;RUE DE MENILMONTANT;0;;3;2;0;2;(1);(1);1;; -1;2;0;1;30
202200000019;4;AVENUE DU PRESIDENT KENNEDY;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000020;4;BOULEVARD LANNES;0;;-1;4;0;1;(1);(1);1;; -1;2;0;1;50
202200000021;4;PLACE DE LA PORTE MAILLOT;0;;2;4;0;1;(1);(1);3;; -1;2;8;1;30
202200000022;4;RUE DE LA CROIX NIVERT;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000023;4;RUE EMILE RICHARD;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000024;4;AVENUE D IVRY;0;;1;3;1;1;(1);(1);1;; -1;1;0;1;30
202200000025;4;BOULEVARD KELLERMANN;0;;2;6;1;2;(1);(1);2;; -1;2;0;5;50
202200000026;4;AVENUE DE LA PORTE DE BAGNOLET;0;;2;4;0;1;(1);(1);1;; -1;2;0;1;30
202200000027;4;RUE DE TURENNE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000028;4;RUE THERESE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000029;4;EDOUARD TIL (R);0;;2;1;0;1;0;0;1;; -1;2;5;1;50
202200000030;1;BRETELLE A86;0;;1;2;0;1;0;0;2;; -1;1;3;1;50
202200000031;3;FONTENAY (R DE);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202200000032;4;CARNOT (AV);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000033;3;LEDRU ROLLIN (AV);0;;2;2;0;1;1;0;1;; -1;2;9;1;50
202200000034;3;GENERAL GALLIENI (AV DU);0;;2;2;1;1;(1);(1);1;; -1;1;0;1;50
202200000035;3;GENERAL DE GAULLE (AV DU);0;;2;4;0;1;0;0;1;; -1;2;6;1;50
202200000036;3;ALI DJERMOUNI (RD PT);0;;3;1;0;1;0;0;1;; -1;2;0;1;50
202200000037;4;JULES VALLES (R);0;;2;2;0;1;0;1;1;; -1;2;0;1;50
202200000038;3;MAURICE BERTEAUX (AV);0;;2;2;0;1;0;1;1;; -1;2;0;1;50
202200000039;2;MARECHAL DE LATTRE DE TASSIGNY (AV);0;;2;4;0;1;20;530;1;; -1;1;0;1;50
202200000040;3;VAUBAN (AVENUE);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200000041;3;ANDRE CITROEN (BOULEVARD);0;;2;3;0;1;0;1;1;; -1;2;0;1;50
202200000042;4;LEFEVRE (BOULEVARD);0;;2;2;0;1;140;0;1;; -1;2;0;1;50
202200000043;5;CITE MARCEL PAUL;0;;2;2;0;1;0;1;1;; -1;1;0;4;50
202200000044;4;ALSACE-LORRAINE (BOULEVARD);0;;3;4;0;2;1;0;1;; -1;2;5;1;50
202200000045;3;JEAN JAURES (AVENUE) (76/128);0;;3;4;3;1;0;1;1;; -1;3;1;1;50
202200000046;4;JEAN JAURES (AVENUE);0;;1;2;0;1;0;0;1;; -1;1;0;1;30
202200000047;4;CARNOT (AVENUE) DU 1-2 AU 43-46;0;;1;1;0;1;1;0;1;; -1;1;0;1;50
202200000048;3;PIERRE DE MONTREUIL S5 (RUE);0;;1;2;0;1;0;1;3;; -1;2;9;1;30
202200000049;4;LEON BLUM (AVENUE);0;;2;2;0;1;0;0;1;; -1;2;0;1;30
202200000050;3;MITRY [CD115] (ROUTE DE);0;;3;4;0;1;0;1;1;; -1;3;0;1;50
202200000052;3;910;0;;-1;1;3;1;0;0;1;; -1;2;6;4;30
202200000054;3;JARDY;0;;3;4;0;1;0;0;1;; -1;2;0;1;70
202200000056;2;13;0;;1;0;0;1;0;0;1;; -1;2;0;1;50
202200000057;3;906;0;;2;2;0;2;0;0;1;; -1;1;0;1;50
202200000061;3;75;0;;2;3;0;2;0;0;1;; -1;2;0;1;50
202200000063;3;128;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202200000064;3;67A;0;;1;1;0;1;0;0;1;; -1;2;0;1;50
202200000065;1;28;0;A;3;2;0;1;76;100;2;; -1;1;0;1;130
202200000067;2;2;0;N;1;1;0;1;29;700;1;; -1;1;0;1;50
202200000068;3;2019;-1;;2;2;0;1;2;5;1;; -1;1;0;1;50
202200000069;2;176;-1;;3;2;0;1;0;500;2;; -1;2;0;1;90
202200000070;1;28;0;A;3;4;0;1;66;800;1;; -1;1;0;1;90
202200000071;3;113;-1;;2;2;0;1;21;800;1;; -1;1;0;3;80
202200000072;3;944;-1;;2;2;0;1;35;64;1;; -1;1;0;1;90
202200000073;2;4;-1;;2;2;0;1;25;200;1;; -1;2;0;1;80
202200000074;2;44;0;N;1;1;0;2;68;400;1;; -1;1;0;3;70
202200000075;3;80;0;;2;2;0;2;38;260;2;; -1;1;0;1;80
202200000076;3;817;-1;;2;2;0;1;14;832;1;; -1;1;0;1;90
202200000077;3;RD;0;R;2;2;0;1;6;601;1;; -1;1;0;1;80
202200000078;3;40;0;;2;2;0;1;6;50;1;; -1;2;0;3;80
202200000079;3;83;-1;;2;2;0;1;2;800;1;; -1;2;0;1;80
202200000080;3;26;0;;2;2;0;1;7;0;1;; -1;2;0;1;80
202200000081;3;14;-1;;2;2;0;1;0;275;1;; -1;2;0;1;50
202200000082;3;965;0;;2;2;0;1;33;700;3;; -1;1;0;1;80
202200000084;3;212;0;;2;2;0;2;19;0;2;; -1;1;0;3;90
202200000085;3;8;0;;2;2;0;2;22;468;2;; -1;1;0;1;90
202200000087;3;67;0;D;1;1;0;1;6;247;2;; -1;1;5;1;-1
202200000089;3;173;-1;;2;2;0;1;3;300;2;; -1;1;0;1;80
202200000090;3;93;0;;2;2;0;1;42;320;1;; -1;2;0;3;80
202200000091;3;287;-1;;2;2;0;1;0;500;1;; -1;1;0;1;80
202200000092;3;919;0;;2;2;0;2;37;500;1;; -1;1;0;1;80
202200000093;3;603;-1;;2;2;0;1;1;470;1;; -1;1;9;6;80
202200000094;3;7;-1;;2;2;0;1;4;300;4;; -1;2;0;1;50
202200000095;3;1508;0;;2;2;0;1;(1);(1);1;;4;2;0;1;50
202200000096;3;739;0;D;2;2;0;1;51;155;4;;6;1;0;3;50
202200000097;2;12;-1;;2;2;0;1;19;435;1;; -1;1;0;1;80
202200000098;3;0;0;A;2;2;0;2;14;800;1;; -1;1;0;1;80
202200000100;3;734;-1;;2;2;0;1;4;1005;1;; -1;1;0;1;50
202200000101;3;901;0;D;2;2;0;1;48;430;1;; -1;2;0;1;90
202200000102;2;1;0;R;2;4;0;1;4;300;1;; -1;1;0;5;90
202200000103;3;406;0;D;2;2;0;2;22;580;1;; -1;1;0;1;50
202200000104;1;4;-1;;3;4;0;1;450;200;1;; -1;1;0;1;130
202200000105;1;65;-1;;3;4;3;1;22;700;2;; -1;1;0;8;130
202200000106;3;83;0;;2;2;0;1;2;600;1;; -1;2;0;1;80
202200000107;3;1;0;P;2;2;0;1;18;565;2;; -1;1;0;8;50
202200000108;3;952;-1;;2;2;0;1;23;650;1;; -1;1;0;1;90
202200000109;2;36;-1;;2;2;0;1;42;500;1;; -1;1;0;1;80
202200000110;7;D559;0;A;3;2;0;1;3;200;1;; -1;1;9;1;50
202200000111;7;2;0;D;2;2;0;2;30;100;4;; -1;1;0;3;80
202200000113;3;468;0;;2;2;0;1;48;880;1;; -1;2;0;3;80
202200000114;3;220;0;;2;2;0;1;6;500;3;; -1;1;5;4;50
202200000115;7;1083;-1;M;3;2;0;1;13;0;1;; -1;1;0;1;50
202200000116;3;15;-1;;2;2;0;1;42;300;1;; -1;1;2;1;50
202200000117;3;918;-1;;2;2;0;2;52;0;3;; -1;1;9;3;80
202200000118;3;1;-1;;2;2;0;1;4;636;1;;6,4;1;0;1;70
202200000119;3;109;-1;;2;2;0;1;6;400;2;; -1;2;0;1;50
202200000120;3;101;0;D;3;2;0;2;15;840;1;;7;1;0;1;50
202200000121;3;938;0;;2;2;0;1;53;645;1;; -1;1;0;1;50
202200000122;3;82;-1;;2;2;0;2;29;660;1;; -1;1;0;1;80
202200000123;1;A7-Sens Marseille vers Lyon;0;;1;3;0;1;265;0;1;; -1;1;1;1;110
202200000124;7;RD383   7.640 A 11.044;0;;2;9;0;2;8;800;1;; -1;1;0;1;70
202200000125;1;A7   8.630 A 10.992;0;;3;6;0;1;9;500;1;; -1;2;0;1;70
202200000126;2;ROUTE NATIONALE 230;0;;3;8;0;1;42;799;1;; -1;1;3;1;90
202200000127;2;ROUTE NATIONALE 230;0;;1;1;0;4;39;799;3;; -1;1;3;1;50
202200000128;2;ROUTE NATIONALE 230;0;;3;6;0;1;41;749;1;; -1;2;0;1;90
202200000129;2;RN 118;0;;1;2;0;3;15;225;1;; -1;2;2;1;70
202200000130;1;AUTOROUTE A6;0;;1;3;0;1;23;799;1;; -1;1;0;1;110
202200000131;1;AUTOROUTE A6;0;;3;3;0;1;18;760;1;; -1;2;0;1;110
202200000132;2;RN 104;0;;1;3;0;1;50;900;3;; -1;2;3;8;90
202200000133;2;RN 118;0;;1;2;0;4;2;500;3;; -1;4;0;1;90
202200000134;2;RN 118;0;;3;6;0;2;0;449;3;; -1;2;9;1;90
202200000135;1;SE A14;0;;1;3;0;1;7;0;1;; -1;2;0;1;90
202200000136;1;AUTOROUTE A1;0;;3;8;0;1;9;800;1;; -1;1;1;1;90
202200000137;1;AUTOROUTE A3;0;;3;3;0;1;7;599;1;; -1;2;0;1;70
202200000138;1;A4;0;;3;8;0;1;3;599;1;; -1;1;0;1;90
202200000139;2;RN406.W;0;;3;2;0;1;1;0;1;; -1;3;0;1;90
202200000141;4;PORTE D AUTEUIL;0;;1;1;0;1;(1);(1);1;; -1;2;0;1;70
202200000142;4;PORTE MAILLOT;0;;1;4;0;1;16;0;1;; -1;2;0;1;70
202200000143;4;PORTE DE CHAMPERRET;0;;1;4;0;1;17;200;1;; -1;2;0;1;70
202200000144;4;PORTE DAUPHINE;0;;1;4;0;1;15;100;1;; -1;2;0;1;70
202200000145;4;PORTE DE CHATILLON;0;;1;3;0;1;5;900;1;; -1;1;0;1;70
202200000146;4;BOULEVARD DU MONTPARNASSE;0;;2;2;0;1;(1);(1);2;; -1;2;0;5;30
202200000147;4;BOULEVARD DE PORT ROYAL;0;;3;4;3;1;(1);(1);1;; -1;1;0;6;30
202200000148;4;RUE ORDENER;0;;2;2;0;1;(1);(1);1;; -1;2;0;1;30
202200000149;4;AVENUE DE VILLIERS;0;;2;2;0;1;(1);(1);1;; -1;2;0;1;30
202200000150;4;PLACE VICTOR HUGO;0;;1;3;0;1;(1);(1);2;; -1;2;0;1;30
202200000151;4;ROUTE DE SURESNES;0;;2;4;0;1;(1);(1);1;; -1;2;0;1;30
202200000152;4;AVENUE DU MAINE;0;;2;4;0;2;(1);(1);1;; -1;2;0;1;30
202200000153;4;BOULEVARD DE VAUGIRARD;0;;1;2;0;1;(1);(1);1;; -1;2;0;1;30
202200000154;4;RUE D ALESIA;0;;2;2;0;1;(1);(1);1;; -1;1;6;1;30
202200000155;4;AVENUE DE CHOISY;0;;1;2;0;1;(1);(1);1;; -1;2;6;4;30
202200000156;4;BOULEVARD DE BERCY;0;;2;2;0;1;(1);(1);1;; -1;2;1;1;30
202200000157;4;RUE RICHARD LENOIR;0;;2;2;1;1;(1);(1);1;; -1;3;0;5;30
202200000158;3;VIZENS (AVENUE DE);0;;1;1;0;1;12;150;3;; -1;1;0;1;50
202200000159;4;CEDRES (RUE DES);0;;2;2;0;3;4;0;1;; -1;1;0;1;50
202200000160;4;ERIC TABARLY;0;;1;3;0;1;0;0;2;; -1;1;0;1;50
202200000161;4;DELEBECQUE (R GERMAIN);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000162;7;LILLE RUE DE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000163;4;DELESPAUL, Barthélémy, rue;0;;2;2;2;1;(1);(1);1;; -1;1;0;1;50
202200000164;4;POISSONNERIE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000165;4;POMPIDOU (RUE GEORGES);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000166;4;SABLES DE SARY (RUE DES);0;;1;2;0;1;(1);(1);2;; -1;1;0;1;50
202200000167;4;GUIZAY (DU);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000168;7;JOSEPH VALLIER (BOULEVARD);0;;3;4;0;1;56;1;1;; -1;1;0;1;50
202200000169;4;LOIRE (QUAI DE LA);0;;2;0;0;1;(1);(1);1;; -1;1;0;1;50
202200000170;4;MARTY JEAN BAPTISTE (PROMENADE);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000171;4;CRS DE VERDUN;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200000172;4;GOSLAR (QUAI DE);0;;2;2;0;1;(1);(1);1;; -1;1;9;1;30
202200000173;3;TOULOUSE (ROUTE DE);0;;2;0;0;1;54;150;1;; -1;1;0;1;50
202200000174;1;38 LE CHAPITRE (A64);0;;1;4;0;1;285;752;3;; -1;1;0;1;90
202200000175;4;BOTTOLIER (RUE);0;;2;2;0;1;(1);(1);3;; -1;1;0;1;50
202200000176;4;CORDELIERS  AVENUE DES;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200000177;4;PADOVANI ( AVE );0;;-1;2;0;1;0;9;1;; -1;1;0;1;50
202200000178;4;LACANAU (AV DE );0;;2;2;0;1;0;9;1;; -1;1;0;1;50
202200000179;4;BELSUNCE (COURS);0;;1;1;1;1;0;0;1;; -1;1;0;5;30
202200000180;4;BRETEUIL (RUE);0;;1;2;0;2;0;0;1;; -1;1;0;1;50
202200000181;3;MOULIN (RUE JEAN);0;;2;2;0;1;32;190;1;; -1;1;0;1;50
202200000182;3;SAINT HILAIRE -ROUTE DE-;0;;2;2;0;1;(1);(1);3;; -1;1;0;3;80
202200000183;4;QUAI D IVRY;0;;1;4;0;1;0;100;1;; -1;1;0;1;70
202200000184;4;RUE DES PYRENEES;0;;2;3;0;2;(1);(1);1;; -1;1;0;1;30
202200000185;4;RUE BELGRAND;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200000186;4;AVENUE THEOPHILE GAUTIER;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000187;4;BOULEVARD DIDEROT;0;;1; -1;0;1;(1);(1);1;; -1;1;0;1;30
202200000188;4;RUE LA FAYETTE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000189;4;BOULEVARD DES BATIGNOLLES;0;;1;3;3;1;(1);(1);1;; -1;1;0;1;30
202200000190;4;RUE ROQUEPINE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000191;4;PLACE CHARLES DE GAULLE;0;;1;4;0;1;(1);(1);2;; -1;1;0;1;30
202200000192;4;RUE DU QUATRE SEPTEMBRE;0;;1;3;3;1;(1);(1);1;; -1;1;0;1;30
202200000193;4;RUE DU LOUVRE;0;;2;4;3;1;(1);(1);1;; -1;1;0;1;30
202200000194;3;FOCH (AV);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200000195;3;CARNOT (AV);0;;-1;2;0;1;1;0;1;; -1;1;0;1;50
202200000196;4;SAVAR.(RUE JULIETTE);0;;2;2;0;2;0;0;1;; -1;1;5;1;50
202200000197;2;HUIT MAI 1945 (AV DU);0;;3;4;0;1;0;1;1;; -1;1;0;1;50
202200000198;3;WINSTON CHURCHILL AVENUE;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200000199;4;FRUITIERS (AVENUE);0;;2;2;2;1;0;0;1;; -1;1;0;1;50
202200000200;4;KLEBER (RUE);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200000201;3;JEAN JAURES (AVE)  215 =>;0;;2;5;3;1;1;1;1;; -1;1;0;1;50
202200000202;3;998;0;;1;0;0;1;0;0;1;; -1;1;0;1;50
202200000203;3;985;0;;2; -1;0;1;0;0;1;; -1;1;0;1;50
202200000205;3;907;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
202200000206;3;56;0;D;2;2;0;1;14;687;2;; -1;1;4;4;50
202200000207;3;124;-1;;2;2;0;1;7;900;1;; -1;1;2;3;80
202200000208;3;22;-1;;2;2;0;1;7;220;1;; -1;1;0;3;80
202200000209;2;3;-1;;2;2;0;2;(1);(1);3;; -1;2;0;5;80
202200000210;3;68;-1;D;2;2;0;2;1;470;3;; -1;1;0;3;50
202200000211;3;933;0;;2;2;0;1;77;412;3;; -1;1;0;1;80
202200000212;2;165;-1;;3;4;0;1;63;400;1;; -1;1;0;1;110
202200000213;2;12;0;N;3;4;0;3;8;0;2;; -1;1;0;3;110
202200000214;3;903;0;D;2;2;0;2;62;460;1;; -1;1;0;1;50
202200000215;3;67;0;D;2;2;0;1;19;790;1;; -1;1;0;3;50
202200000216;4;5;0;;2;2;0;2;(1);(1);3;;3,75;1;0;1;80
202200000218;3;55;0;D;2;2;0;3;2;490;2;; -1;1;0;1;50
202200000219;2;10;-1;;2;2;0;1;139;189;2;;7;1;0;1;50
202200000220;3;37;-1;;2;2;0;2;0;0;1;; -1;1;2;1;50
202200000221;3;9;0; -;2;2;0;1;28;500;3;; -1;1;0;3;80
202200000222;3;D14;-1;;2;2;0;1;40;240;3;; -1;1;5;1;50
202200000223;3;0;0;;1;2;0;1;0;485;1;; -1;1;0;1;30
202200000224;3;355;-1;D;2;2;0;1;9;350;1;; -1;1;0;1;30
202200000225;3;969;-1;;2;2;0;1;16;300;3;; -1;1;0;3;80
202200000226;3;904;0;;2;2;0;2;67;700;2;; -1;1;0;1;50
202200000227;3;933;0;;2;2;0;1;0;50;1;; -1;1;2;3;80
202200000228;3;26;0;D;2;2;0;1;7;800;1;; -1;1;0;3;90
202200000229;3;217;0;D;2;2;0;1;3;200;3;; -1;1;0;1;80
202200000230;3;10;-1;;2;2;0;1;1;740;1;;5,5;1;0;1;50
202200000231;3;1075;-1;;-1;2;0;1;18;369;1;; -1;1;0;1;50
202200000232;3;6;0;D;2;2;0;1;29;200;2;; -1;1;0;8;80
202200000233;3;142;0;E;2;2;0;3;5;800;1;; -1;1;0;1;80
202200000234;1;89;0;A;1;2;0;1;263;500;1;; -1;1;0;2;130
202200000235;3;913;-1;;2;2;0;1;9;141;2;;6;1;0;8;80
202200000236;3;D87;0;A;2;2;0;2;1;200;2;; -1;1;0;1;80
202200000237;2;1;-1;;1;2;0;1;52;80;1;;10,5;1;3;1;90
202200000238;2;2;0;;2;2;0;2;9;0;1;; -1;1;0;1;60
202200000239;2;1;0;N;2;2;0;2;18;100;1;;5;1;0;1;70
202200000240;3;20;-1;N;3;4;0;2;(1);(1);1;; -1;1;0;1;90
202200000241;3;177;0;D;2;2;0;1;3;276;1;;5,5;1;0;1;80
202200000242;2;40;0;T;2;2;0;1;113;850;2;; -1;1;0;3;80
202200000244;3;39;-1;;3;2;0;1;14;195;1;; -1;1;5;1;50
202200000245;7;55;0;;1;2;0;3;1;1;2;; -1;1;0;1;50
202200000246;3;5;-1;;2;1;0;1;2;800;1;;3;1;0;1;70
202200000247;3;978;-1;;1;2;0;1;37;723;1;; -1;1;0;3;90
202200000248;3;4;0;D;2;2;0;2;3;500;1;; -1;1;0;1;50
202200000249;3;91;0;D;2;2;0;2;1;310;2;; -1;1;0;1;80
202200000251;3;611;0;;2;2;0;2;1;200;2;; -1;1;0;1;80
202200000252;2;150;-1;;3;4;0;1;60;290;1;; -1;1;0;1;110
202200000253;3;56;0;;2;2;0;1;0;609;1;; -1;1;8;1;50
202200000254;3;786;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
202200000255;3;2;0;D;2;2;0;1;1;210;3;; -1;1;0;1;50
202200000257;3;947;-1;;1;1;0;1;(1);(1);3;; -1;1;0;1;50
202200000258;1;A55-Sens Martigues vers Marseille;0;;-1;3;0;3;12;500;1;; -1;1;0;1;110
202200000259;1;86;0;;1;2;0;1;2;500;1;; -1;1;2;1;70
202200000260;1;A12 W;0;;1;5;3;1;2;299;1;; -1;1;0;8;110
202200000261;1;AUTOROUTE A86;0;;3;6;0;1;16;200;1;; -1;1;0;1;90
202200000262;1;A4;0;;3;4;0;1;5;0;3;; -1;1;0;1;90
202200000263;2;RN104;0;;3;4;0;1;11;600;1;; -1;1;0;1;90
202200000264;1;A4;0;;-1;5;0;1;17;600;1;; -1;1;0;1;110
202200000265;1;A86 INT;0;;3;3;0;1;44;700;1;; -1;1;0;1;90
202200000266;4;ALGER  (RUE D');0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000267;4;SCHUMAN (AVENUE ROBERT);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000268;4;CHATELET (QUAI DU);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000269;7;SAINT MAURICE (ROUTE DE);0;;2;2;0;1;19;10;3;; -1;1;0;1;50
202200000270;4;PINEL                               (BD);0;;2;2;3;1;(1);(1);1;; -1;1;0;1;50
202200000271;4;VILLEROY                            (R );0;;1;1;2;1;(1);(1);1;; -1;1;0;1;30
202200000272;4;VIVIANI                             (AV);0;;2;3;2;1;(1);(1);1;; -1;1;0;1;50
202200000273;3;ROUTE DEPARTEMENTALE 14;0;;-1;1;0;2;4;300;1;; -1;1;0;1;50
202200000274;2;GENERAL DE GAULLE (BLD DU);0;;3;3;0;1;0;600;1;; -1;1;9;1;30
202200000275;3;BEAUSEJOUR JAMBETTE (ROUTE);0;;-1;2;0;2;1;720;1;; -1;1;0;1;50
202200000276;3;449;-1;;2;2;0;1;24;500;3;; -1;1;0;1;80
202200000277;4;VEZZANI - RUE CESAR;0;;-1;2;0;2;1;0;1;; -1;1;0;1;50
