Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202200000663;812 796;A01;1;7;0;1;3;1;1;
202200000664;812 793;B01;1;50;0;2;4;0;3;
202200000664;812 795;A01;2;7;0;2;7;9;1;
202200000665;812 792;A01;2;7;2;0;1;1;1;
202200000666;812 791;B01;2;7;0;2;1;1;-1;
202200000666;812 794;A01;1;7;0;2;1;1;-1;
202200000667;812 788;B01;2;7;0;2;1;1;1;
202200000667;812 790;A01;2;7;0;2;1;13;1;
202200000668;812 787;B01;1;1;12;2;8;19;5;
202200000668;812 789;A01;1;32;12;2;1;1;1;
202200000669;812 786;A01;1;99;13;0;1;1;1;
202200000670;812 783;B01;0;1;0;2;1;1;5;
202200000670;812 785;A01;0;7;0;2;4;1;1;
202200000671;812 782;A01;1;2;0;2;1;1;0;
202200000671;812 784;B01;1;7;0;2;3;13;1;
202200000672;812 779;A01;3;1;0;2;1;8;5;
202200000672;812 781;B01;0;7;0;2;2;15;0;
202200000673;812 778;B01;1;7;0;2;1;1;1;
202200000673;812 780;A01;3;7;0;2;1;1;1;
202200000674;812 777;A01;3;7;0;1;1;19;1;
202200000675;812 775;A01;3;7;0;1;2;15;1;
202200000676;812 773;A01;1;7;0;2;0;2;1;
202200000676;812 774;B01;1;7;0;2;3;15;1;
202200000677;812 772;A01;1;36;6;0;1;1;1;
202200000678;812 771;A01;3;1;0;2;1;19;5;
202200000678;812 776;B01;2;7;0;2;8;1;1;
202200000679;812 770;A01;1;7;15;0;1;1;1;
202200000680;812 768;A01;1;32;0;2;7;17;1;
202200000680;812 769;B01;1;7;0;2;6;1;1;
202200000681;812 765;A01;1;10;0;2;3;9;1;
202200000681;812 767;B01;2;7;0;2;1;1;1;
202200000682;812 764;A01;3;7;0;2;2;19;1;
202200000682;812 766;B01;3;7;0;2;2;21;1;
202200000683;812 763;A01;1;7;0;1;8;1;1;
202200000684;812 761;A01;2;1;0;0;1;1;5;
202200000685;812 760;B01;3;50;0;2;2;19;3;
202200000685;812 762;A01;1;7;0;2;3;1;2;
202200000686;812 756;A01;2;7;0;2;1;1;1;
202200000686;812 759;B01;2;7;0;2;1;1;1;
202200000687;812 755;A01;2;7;0;2;5;15;1;
202200000687;812 758;B01;1;37;0;0;2;1;0;2.0
202200000688;812 753;A01;2;7;0;2;1;1;1;
202200000689;812 752;A01;0;7;0;2;5;0;1;
202200000689;812 754;B01;1;1;0;2;1;1;5;
202200000690;812 751;A01;2;0;0;1;8;1;0;
202200000691;812 748;C01;3;7;0;9;3;15;1;
202200000691;812 750;B01;1;1;0;2;1;0;5;
202200000692;812 745;B01;3;1;0;2;1;1;5;
202200000692;812 746;A01;3;7;0;2;2;16;1;
202200000693;812 743;B01;1;1;12;0;0;0;5;
202200000693;812 744;A01;2;7;0;9;1;26;1;
202200000694;812 747;A01;2;7;0;2;4;9;1;
202200000694;812 749;B01;2;32;0;2;2;1;1;
202200000695;812 740;B01;1;7;0;2;1;1;1;
202200000695;812 741;A01;3;10;0;2;1;9;1;
202200000696;812 737;B01;1;7;0;2;1;2;1;
202200000696;812 739;A01;1;7;0;2;4;1;1;
202200000697;812 738;A01;0;7;8;0;1;1;1;
202200000698;812 736;A01;3;7;0;1;3;4;1;
202200000699;812 734;A01;2;7;0;1;1;26;2;
202200000700;812 730;B01;2;7;1;2;6;24;-1;
202200000700;812 731;A01;2;10;1;2;6;1;-1;
202200000701;812 727;A01;3;30;0;2;1;1;1;
202200000701;812 729;B01;3;7;0;2;4;1;1;
202200000702;812 724;D01;1;7;0;2;4;2;1;
202200000702;812 726;C01;1;7;0;2;4;2;1;
202200000702;812 728;B01;1;7;0;2;4;2;1;
202200000702;812 735;A01;1;10;0;2;1;1;1;
202200000703;812 722;B01;2;7;0;2;4;26;1;
202200000703;812 725;A01;2;7;0;2;1;26;1;
202200000704;812 721;B01;2;7;0;2;2;15;1;
202200000704;812 723;A01;1;7;0;2;2;1;1;
202200000705;812 720;A01;2;33;0;0;1;13;1;
202200000706;812 715;B01;2;7;0;2;6;1;1;
202200000706;812 717;A01;1;7;0;2;1;1;1;
202200000707;812 718;B01;2;7;0;2;6;1;0;
202200000707;812 719;A01;2;13;0;2;2;12;0;
202200000708;812 714;B01;3;33;-1;-1;-1;1;-1;
202200000708;812 716;A01;3;13;-1;-1;-1;1;-1;
202200000709;812 713;A01;1;7;0;1;4;4;1;
202200000710;812 711;A01;0;10;0;1;1;1;0;
202200000711;812 709;A01;1;7;0;2;5;12;0;
202200000711;812 712;B01;1;34;0;2;3;3;1;
202200000712;812 703;E01;2;7;0;2;4;2;1;
202200000712;812 705;D01;2;7;0;2;4;2;1;
202200000712;812 707;C01;2;7;0;2;4;2;1;
202200000712;812 708;B01;2;7;0;2;4;2;1;
202200000712;812 710;A01;2;7;0;2;1;2;1;
202200000713;812 700;A01;1;17;0;2;1;2;1;
202200000713;812 701;B01;1;7;0;2;4;2;2;
202200000713;812 702;D01;1;7;0;2;4;2;1;
202200000713;812 704;C01;1;7;0;2;4;2;1;
202200000713;812 706;E01;1;7;0;0;4;2;0;
202200000714;812 698;A01;1;7;0;1;1;1;1;
202200000715;812 699;A01;2;32;0;0;0;21;1;
202200000716;812 697;A01;1;80;0;0;7;26;3;
202200000717;812 691;A01;1;7;0;1;1;1;1;
202200000718;812 692;C01;0;7;0;2;8;1;1;
202200000718;812 694;B01;1;7;0;2;1;15;1;
202200000718;812 696;A01;3;7;12;2;1;1;1;
202200000719;812 690;C01;2;7;0;2;6;0;1;
202200000719;812 693;B01;2;33;0;2;8;11;1;
202200000719;812 695;A01;2;10;0;2;2;12;0;
202200000720;812 686;A01;1;7;0;2;3;19;1;
202200000720;812 688;B01;1;33;0;2;1;1;1;
202200000720;812 689;C01;1;7;0;2;6;24;1;
202200000721;812 684;A01;2;7;0;2;2;1;1;
202200000721;812 685;B01;2;7;0;2;5;2;1;
202200000721;812 687;Z01;2;10;0;0;0;0;0;
202200000722;812 682;A01;3;7;0;1;1;0;1;
202200000723;812 679;A01;1;10;0;2;1;2;1;
202200000723;812 681;B01;1;7;0;2;4;2;1;
202200000723;812 683;C01;1;10;0;2;4;2;1;
202200000724;812 680;A01;2;7;0;1;2;9;1;
202200000725;812 678;A01;0;7;0;1;1;1;1;
202200000726;812 673;A01;3;33;1;2;3;1;1;
202200000726;812 676;B01;3;7;0;2;3;23;1;
202200000727;812 672;B01;1;31;0;2;1;17;1;
202200000727;812 675;A01;2;7;0;2;1;15;1;
202200000728;812 674;A01;2;33;0;2;8;3;1;
202200000728;812 677;B01;2;10;0;2;5;11;1;
202200000729;812 668;A01;3;7;0;2;1;1;1;
202200000729;812 670;B01;1;7;0;2;8;1;1;
202200000730;812 669;B01;3;7;0;2;3;15;1;
202200000730;812 671;A01;3;1;0;2;7;17;5;
202200000731;812 663;B01;3;30;0;2;1;1;1;
202200000731;812 664;A01;3;7;0;0;5;15;1;
202200000732;812 662;B01;1;2;0;2;2;2;1;
202200000732;812 665;A01;1;7;0;2;1;2;1;
202200000733;812 661;A01;1;7;0;2;3;11;1;
202200000733;812 666;B01;1;7;0;2;2;1;1;
202200000733;812 667;C01;1;7;0;2;3;1;1;
202200000734;812 658;B01;-1;7;0;0;6;2;1;
202200000734;812 660;A01;0;33;0;0;1;2;6;
202200000735;812 657;B01;1;7;0;2;1;1;1;
202200000735;812 659;A01;1;7;0;2;8;26;1;
202200000736;812 652;C01;1;7;0;2;4;2;3;
202200000736;812 653;B01;1;7;0;2;4;1;1;
202200000736;812 655;A01;1;10;0;2;1;1;1;
202200000737;812 651;B01;3;1;0;2;1;2;5;
202200000737;812 654;A01;3;7;0;2;7;2;1;
202200000738;812 650;A01;1;7;0;2;5;1;1;
202200000738;812 656;B01;3;7;0;2;1;9;1;
202200000739;812 648;A01;1;7;0;1;1;1;1;
202200000740;812 647;B01;1;33;0;2;8;3;1;
202200000740;812 649;A01;1;7;0;2;7;12;1;
202200000741;812 641;B01;1;2;0;2;1;1;1;
202200000741;812 645;A01;1;7;0;2;3;20;1;
202200000742;812 643;B01;0;7;0;0;8;19;1;
202200000742;812 646;A01;0;7;0;0;1;2;1;
202200000743;812 638;E01;1;10;0;2;4;2;1;
202200000743;812 639;D01;1;10;0;2;4;2;1;
202200000743;812 640;C01;1;10;0;2;4;2;1;
202200000743;812 642;B01;1;15;0;2;4;2;1;
202200000743;812 644;A01;1;13;0;2;1;1;1;
202200000744;812 634;A01;2;2;0;2;1;2;1;
202200000744;812 635;B01;2;7;0;2;6;2;1;
202200000745;812 633;A01;1;7;4;0;1;1;1;
202200000746;812 631;B01;3;1;0;2;1;19;5;
202200000746;812 632;A01;3;7;0;2;2;15;1;
202200000747;812 629;B01;0;7;1;1;0;17;1;
202200000748;812 626;A01;2;33;4;2;3;3;1;
202200000748;812 628;B01;2;7;4;2;6;1;1;
202200000748;812 630;C01;2;7;4;2;8;1;2;
202200000749;812 625;A01;3;7;0;2;1;15;1;
202200000749;812 627;B01;3;33;0;2;8;1;1;
202200000750;812 622;B01;2;7;0;2;3;2;1;
202200000750;812 623;Z01;2;15;0;2;1;12;1;
202200000751;812 620;A01;3;1;0;2;1;25;5;
202200000751;812 621;B01;3;1;0;2;1;25;5;
202200000752;812 618;A01;0;7;0;2;3;19;1;
202200000752;812 624;B01;0;50;0;2;1;1;3;
202200000753;812 617;A01;1;33;0;2;7;3;1;
202200000753;812 619;B01;1;15;0;2;8;1;1;
202200000754;812 615;A01;2;33;0;2;1;1;1;
202200000754;812 616;B01;2;7;0;2;6;1;1;
202200000755;812 612;B01;1;15;0;2;2;12;1;
202200000755;812 614;A01;2;7;0;2;8;1;1;
202200000756;812 613;A01;1;7;0;1;2;16;1;
202200000757;812 609;A01;1;10;0;2;1;2;1;
202200000757;812 611;B01;1;14;0;2;4;1;1;
202200000758;812 606;A01;0;10;0;2;8;11;1;
202200000758;812 607;B01;0;33;0;2;7;3;1;
202200000759;812 605;Z01;0;7;0;1;2;1;1;
202200000760;812 608;A01;1;7;0;2;1;26;1;
202200000760;812 610;B01;1;7;0;0;4;12;1;
202200000761;812 602;A01;1;7;0;2;7;1;1;
202200000761;812 604;B01;1;50;0;2;1;1;3;
202200000762;812 601;A01;2;7;0;2;8;9;1;
202200000762;812 603;B01;1;50;0;2;1;1;3;
202200000763;812 599;A01;1;7;0;0;9;2;1;
202200000764;812 598;A01;1;7;0;2;3;26;1;
202200000764;812 600;B01;0;7;0;2;1;9;0;
202200000765;812 597;A01;1;2;0;1;1;1;1;
202200000766;812 596;A01;1;7;9;0;2;21;1;
202200000767;812 592;A01;3;7;1;0;0;0;1;
202200000767;812 594;B01;3;7;1;0;0;0;0;
202200000768;812 591;A01;1;7;0;2;4;23;1;
202200000768;812 593;B01;1;30;0;2;1;1;1;
202200000769;812 590;B01;0;2;0;2;1;0;6;
202200000769;812 595;A01;3;7;0;2;2;15;1;
202200000770;812 587;B01;1;1;0;0;0;0;5;
202200000770;812 589;A01;1;10;1;2;3;2;1;
202200000771;812 586;B01;0;7;0;2;5;0;1;
202200000771;812 588;A01;0;30;1;0;0;13;1;
202200000772;812 584;A01;1;7;0;1;1;1;1;
202200000773;812 583;B01;1;7;0;2;6;1;1;
202200000773;812 585;A01;1;14;0;2;2;1;1;
202200000774;812 581;B01;1;7;0;2;7;1;1;
202200000774;812 582;A01;1;2;0;2;1;5;1;
202200000775;812 578;A01;1;7;0;2;7;15;1;
202200000775;812 580;B01;2;33;0;2;1;1;1;
202200000776;812 574;A01;1;10;0;2;7;19;1;
202200000776;812 576;B01;2;2;0;2;1;1;1;
202200000777;812 573;B01;2;7;0;2;8;1;1;
202200000777;812 577;A01;2;7;0;2;1;1;1;
202200000778;812 572;B01;2;33;0;2;1;1;1;
202200000778;812 575;A01;1;7;0;2;7;15;1;
202200000779;812 569;A01;0;7;0;2;3;15;1;
202200000779;812 571;B01;0;2;0;2;7;1;1;
202200000780;812 565;C01;2;7;0;2;4;1;1;
202200000780;812 567;A01;2;32;0;2;1;1;1;
202200000780;812 570;B01;2;7;0;2;4;1;6;
202200000781;812 564;A01;1;33;0;2;1;1;1;
202200000781;812 566;B01;1;7;0;2;8;15;1;
202200000781;812 568;C01;1;7;0;2;8;1;1;
202200000782;812 562;A01;0;10;0;2;3;26;0;
202200000782;812 563;B01;0;2;0;2;7;26;1;
202200000783;812 559;A01;2;7;0;2;0;0;1;
202200000783;812 561;B01;2;50;0;2;2;0;3;
202200000784;812 557;B01;1;1;0;2;1;1;5;
202200000784;812 560;A01;1;7;0;2;8;9;1;
202200000785;812 556;B01;2;10;0;2;4;1;1;
202200000785;812 558;A01;2;31;0;2;1;1;1;
202200000786;812 554;A01;2;10;0;2;1;15;3;
202200000786;812 555;B01;2;7;0;2;6;15;1;
202200000787;812 550;B01;2;1;0;2;8;13;5;
202200000787;812 552;A01;2;7;0;9;7;17;1;
202200000788;812 551;B01;1;1;0;2;3;1;5;
202200000788;812 553;A01;1;14;0;2;3;16;1;
202200000789;812 549;A01;3;7;0;1;1;1;1;
202200000790;812 547;A01;2;7;0;0;0;17;0;
202200000791;812 546;A01;2;7;12;1;2;2;3;
202200000792;812 545;A01;3;7;0;2;8;19;1;
202200000792;812 548;B01;3;7;0;2;1;19;1;
202200000793;812 543;B01;1;7;0;2;4;2;1;
202200000793;812 544;A01;1;31;0;2;1;2;1;
202200000794;812 540;B01;3;15;0;2;7;16;1;
202200000794;812 542;A01;0;7;0;2;8;18;1;
202200000795;812 535;A01;2;7;0;2;3;1;1;
202200000795;812 541;B01;1;7;0;2;3;15;1;
202200000796;812 534;B01;3;43;0;2;1;1;1;
202200000796;812 536;A01;3;7;0;2;7;15;1;
202200000797;812 531;B01;0;7;0;2;6;26;0;
202200000797;812 533;A01;1;7;1;0;2;14;1;
202200000798;812 529;B01;1;7;0;2;6;15;1;
202200000798;812 532;A01;2;30;0;2;1;1;3;
202200000799;812 528;A01;3;7;0;1;1;1;2;
202200000800;812 527;A01;1;7;0;2;7;1;1;
202200000800;812 530;B01;2;7;0;2;1;1;1;
202200000801;812 523;B01;2;30;0;2;8;0;1;
202200000801;812 526;A01;2;7;0;2;1;19;1;
202200000802;812 522;B01;0;7;0;2;1;0;1;
202200000802;812 525;A01;2;33;0;2;2;1;1;
202200000803;812 521;A01;2;7;0;2;2;1;2;
202200000803;812 524;B01;0;7;0;2;3;16;1;
202200000804;812 518;A01;3;33;14;0;1;19;1;
202200000805;812 517;B01;1;7;0;2;7;9;1;
202200000805;812 520;A01;1;7;0;2;7;1;1;
202200000806;812 516;A01;1;30;0;2;1;7;1;
202200000806;812 519;B01;1;7;0;2;2;9;1;
202200000807;812 513;A01;1;0;0;2;3;17;0;
202200000807;812 515;B01;2;7;0;2;3;26;1;
202200000808;812 512;A01;1;7;0;2;3;19;0;
202200000808;812 514;B01;2;2;0;2;8;1;0;
202200000809;812 511;A01;2;7;6;0;3;19;1;
202200000810;812 510;A01;3;7;0;0;1;14;1;
202200000811;812 507;A01;1;7;0;2;2;16;1;
202200000811;812 509;B01;1;1;0;2;8;16;5;
202200000812;812 504;A01;1;33;0;2;1;17;1;
202200000812;812 506;B01;1;10;0;2;3;15;1;
202200000813;812 505;B01;1;2;0;2;1;1;1;
202200000813;812 508;A01;1;2;0;2;8;21;1;
202200000814;812 503;A01;1;7;8;0;9;14;1;
202200000815;812 502;A01;3;7;8;0;1;15;1;
202200000816;812 499;A01;2;7;0;2;2;1;1;
202200000816;812 501;B01;1;50;0;2;8;1;3;
202200000817;812 498;B01;1;1;0;2;4;26;5;
202200000817;812 500;A01;1;7;0;2;4;26;1;
202200000818;812 496;A01;1;10;0;2;3;15;1;
202200000818;812 497;B01;2;30;0;2;1;1;1;
202200000819;812 492;B01;3;1;0;2;7;1;0;
202200000819;812 495;A01;0;7;0;2;1;9;1;
202200000820;812 493;B01;2;7;0;2;1;1;1;
202200000820;812 494;A01;3;2;0;2;8;9;1;
202200000821;812 491;A01;3;14;0;1;4;4;1;
202200000822;812 489;B01;0;31;0;2;0;0;1;
202200000822;812 490;A01;0;7;0;2;0;15;1;
202200000823;812 487;A01;2;14;0;2;2;12;1;
202200000823;812 488;B01;2;7;0;2;8;1;1;
202200000824;812 484;A01;2;7;0;4;3;1;1;
202200000824;812 486;B01;1;39;0;2;1;1;2;
202200000825;812 482;B01;1;7;0;2;1;1;1;
202200000825;812 485;A01;1;80;0;2;1;15;3;
202200000826;812 481;B01;1;32;0;2;5;3;1;
202200000826;812 483;A01;1;7;0;2;8;11;1;
202200000827;812 479;B01;1;1;0;2;8;0;5;
202200000827;812 480;A01;1;7;0;2;5;9;1;
202200000828;812 475;A01;3;7;0;2;1;2;1;
202200000828;812 477;B01;3;7;0;2;4;2;1;
202200000828;812 478;C01;3;7;0;2;4;2;1;
202200000829;812 474;B01;2;10;0;2;5;1;1;
202200000829;812 476;A01;2;33;0;2;3;3;1;
202200000830;812 471;A01;1;7;0;2;3;19;1;
202200000830;812 473;B01;1;32;0;2;2;19;0;
202200000831;812 469;B01;2;1;0;2;7;1;5;
202200000831;812 472;A01;2;10;0;2;1;9;1;
202200000832;812 468;A01;2;43;0;2;1;2;1;
202200000832;812 470;B01;2;33;0;2;4;23;1;
202200000833;812 465;A01;1;1;0;2;8;19;5;
202200000833;812 466;B01;1;7;0;2;1;1;1;
202200000834;812 464;A01;1;7;0;2;1;15;1;
202200000834;812 467;B01;1;2;0;2;8;2;1;
202200000835;812 463;A01;2;7;1;0;1;14;1;
202200000836;812 461;A01;1;14;0;2;1;2;1;
202200000836;812 462;B01;1;7;0;2;4;2;1;
202200000837;812 458;A01;0;34;0;2;1;1;1;
202200000837;812 460;B01;0;3;0;2;1;15;1;
202200000838;812 459;A01;1;1;0;0;1;1;5;
202200000839;812 454;B01;1;7;0;2;1;1;1;
202200000839;812 457;A01;1;7;0;2;8;9;1;
202200000840;812 453;B01;1;7;0;2;1;1;1;
202200000840;812 456;A01;2;7;0;2;1;5;1;
202200000841;812 452;B01;2;1;0;2;8;11;5;
202200000841;812 455;A01;2;7;0;2;2;1;1;
202200000842;812 451;A01;1;7;3;0;2;1;1;
202200000843;812 448;A01;1;7;0;2;3;15;1;
202200000843;812 450;B01;0;1;0;2;1;19;5;
202200000844;812 447;A01;2;7;0;2;6;10;1;
202200000844;812 449;B01;2;50;0;2;1;1;3;
202200000845;812 446;A01;2;7;13;0;3;1;1;
202200000846;812 445;A01;1;7;0;1;2;1;1;
202200000847;812 443;A01;2;33;0;2;2;17;1;
202200000847;812 444;B01;2;33;0;2;8;1;1;
202200000848;812 442;A01;1;7;0;1;1;1;1;
202200000849;812 440;B01;3;7;0;2;8;1;1;
202200000849;812 441;A01;3;2;0;2;7;1;1;
202200000850;812 437;A01;1;7;1;0;1;1;1;
202200000851;812 436;A01;2;43;0;2;1;1;1;
202200000851;812 438;B01;2;7;0;2;5;23;1;
202200000852;812 435;B01;1;7;0;2;1;1;1;
202200000852;812 439;A01;2;7;0;2;1;13;1;
202200000853;812 434;A01;1;7;0;1;2;17;1;
202200000854;812 430;C01;1;7;0;2;8;1;1;
202200000854;812 432;B01;2;10;0;2;3;1;1;
202200000854;812 433;A01;2;33;0;2;8;17;1;
202200000855;812 429;A01;1;7;0;1;1;1;1;
202200000856;812 428;B01;2;7;0;2;4;2;1;
202200000856;812 431;A01;2;7;0;2;1;2;1;
202200000857;812 426;A01;1;7;0;1;1;20;1;
202200000858;812 424;B01;2;1;0;2;8;26;5;
202200000858;812 427;A01;2;7;0;9;5;12;1;
202200000859;812 423;A01;1;7;0;2;1;1;1;
202200000859;812 425;B01;2;80;0;2;3;9;3;
202200000860;812 422;A01;2;50;9;0;1;1;3;
202200000861;812 421;A01;1;37;0;1;2;2;0;1.0
202200000862;812 419;A01;2;50;12;0;1;9;3;
202200000863;812 418;B01;3;50;0;2;2;19;3;
202200000863;812 420;A01;2;7;0;2;1;9;2;
202200000864;812 413;B01;1;7;0;2;0;1;2;
202200000864;812 415;A01;1;30;0;2;1;15;1;
202200000865;812 414;A01;1;7;8;1;2;20;1;
202200000866;812 409;A01;1;10;0;2;1;2;1;
202200000866;812 410;B01;1;7;0;2;4;2;1;
202200000867;812 406;A01;1;10;0;1;1;1;1;
202200000868;812 403;A01;1;7;0;1;2;1;1;
202200000869;812 405;Z01;2;34;0;1;1;1;1;
